regulator	cluster	ntarget
ZNF589	E18	0
ZNF589	E3	0
ZNF589	E7	0
ZNF589	E26	0
ZNF589	E5	0
ZNF589	E20	0
ZNF70	E12	0
ZNF70	E8	0
ZNF70	E28	0
ZNF70	E21	0
ZNF70	E16	0
ZNF70	E24	0
ZNF70	E6	0
ZNF70	E15	0
ZNF70	E17	0
ZNF70	E22	0
ZNF70	E29	0
ZNF70	E4	0
ZNF70	E19	0
ZNF70	E13	0
ZNF70	E14	0
ZNF70	E11	0
ZNF70	E23	0
ZNF70	E10	0
ZNF70	E9	0
ZNF70	E1	0
ZNF70	E27	0
ZNF70	E2	0
ZNF70	E25	0
ZNF70	E18	0
ZNF70	E3	19
ZNF70	E7	0
ZNF70	E26	0
ZNF70	E5	0
ZNF70	E20	0
ZNF713	E12	0
ZNF713	E8	0
ZNF713	E28	0
ZNF713	E21	0
ZNF713	E16	0
ZNF713	E24	0
ZNF713	E6	0
ZNF713	E15	0
ZNF713	E17	0
ZNF713	E22	0
ZNF713	E29	0
ZNF713	E4	0
ZNF713	E19	0
ZNF713	E13	0
ZNF713	E14	0
ZNF713	E11	0
ZNF713	E23	0
ZNF713	E10	0
ZNF713	E9	0
ZNF713	E1	0
ZNF713	E27	0
ZNF713	E2	0
ZNF713	E25	0
ZNF713	E18	0
ZNF713	E3	19
ZNF713	E7	0
ZNF713	E26	0
ZNF713	E5	0
ZNF713	E20	0
ZSCAN1	E12	0
ZSCAN1	E8	0
ZSCAN1	E28	0
ZSCAN1	E21	0
ZSCAN1	E16	0
ZSCAN1	E24	0
ZSCAN1	E6	0
ZSCAN1	E15	0
ZSCAN1	E17	0
ZSCAN1	E22	0
ZSCAN1	E29	0
ZSCAN1	E4	0
ZSCAN1	E19	0
ZSCAN1	E13	0
ZSCAN1	E14	0
ZSCAN1	E11	0
ZSCAN1	E23	0
ZSCAN1	E10	0
ZSCAN1	E9	31
ZSCAN1	E1	0
ZSCAN1	E27	0
ZSCAN1	E2	0
ZSCAN1	E25	0
ZSCAN1	E18	0
ZSCAN1	E3	0
ZSCAN1	E7	0
ZSCAN1	E26	0
ZSCAN1	E5	0
ZSCAN1	E20	0
