regulator	target	weight	cell
YBX1	HDAC1	1	cluster7
ABL2	HES4	0.8	cluster7
YBX1	HES6	1	cluster7
YBX1	HIST2H2BE	0.8	cluster7
YBX1	HNRNPR	1	cluster7
YBX1	HNRNPU	1	cluster7
YBX1	HSPD1	1	cluster7
YBX1	IGFBP2	0.9	cluster7
YBX1	ILF2	1	cluster7
YBX1	IMMT	1	cluster7
PHF13	ITGAV	0.9	cluster7
YBX1	ITGB1BP1	0.9	cluster7
YBX1	JTB	1	cluster7
SCMH1	MFSD4	0.8	cluster7
YBX1	MTHFD2	1	cluster7
YBX1	NAA50	0.9	cluster7
YBX1	NCL	1	cluster7
TAF1A	NEXN	0.8	cluster7
YBX1	NOC2L	0.9	cluster7
YBX1	NUDC	1	cluster7
YBX1	ODC1	1	cluster7
YBX1	OLA1	0.9	cluster7
YBX1	PARK7	1	cluster7
YBX1	PCCB	0.9	cluster7
YBX1	PDIA6	0.9	cluster7
EIF2AK3	PHLDB2	0.9	cluster7
TAF5L	PHLDB2	0.9	cluster7
CTH	POC1A	0.8	cluster7
YBX1	POLR2D	1	cluster7
YBX1	PPT1	0.9	cluster7
YBX1	RNF187	0.9	cluster7
CDK18	RP11-299J3.8	0.9	cluster7
IKZF2	RP4-798A10.7	0.9	cluster7
YBX1	RTN4	1	cluster7
YBX1	RUVBL1	1	cluster7
YBX1	SCCPDH	1	cluster7
YBX1	SDF4	1	cluster7
YBX1	SERBP1	1	cluster7
YBX1	SF3A3	0.9	cluster7
YBX1	SFPQ	1	cluster7
YBX1	SNX17	0.9	cluster7
YBX1	SRM	1	cluster7
YBX1	STRADB	0.8	cluster7
YBX1	SYF2	0.8	cluster7
YBX1	TIGD1	1	cluster7
TGFBR2	TMEM110	0.9	cluster7
YBX1	TPM3	0.8	cluster7
YBX1	TSN	0.8	cluster7
YBX1	UAP1	0.8	cluster7
YBX1	UQCRC1	1	cluster7
YBX1	USP39	0.9	cluster7
YBX1	XRCC5	1	cluster7
YBX1	YWHAQ	1	cluster7
AHCTF1	ZC3H8	0.8	cluster7
ZNF695	ZNF670	1	cluster7
