regulator	cluster	ntarget
BCL6	E15	0
BCL6	E4	0
CREB5	E7	0
CREB5	E16	0
CREB5	E24	1
CREB5	E19	0
CREB5	E12	0
CREB5	E22	0
CREB5	E2	0
CREB5	E18	0
CREB5	E23	0
CREB5	E20	0
CREB5	E17	0
CREB5	E10	0
CREB5	E13	0
CREB5	E9	0
CREB5	E21	0
CREB5	E6	0
CREB5	E11	0
CREB5	E14	0
CREB5	E8	25
CREB5	E5	0
CREB5	E3	0
CREB5	E1	0
CREB5	E15	0
CREB5	E4	0
FAM109A	E7	0
FAM109A	E16	0
FAM109A	E24	0
FAM109A	E19	0
FAM109A	E12	1
FAM109A	E22	0
FAM109A	E2	0
FAM109A	E18	0
FAM109A	E23	0
FAM109A	E20	0
FAM109A	E17	0
FAM109A	E10	0
FAM109A	E13	0
FAM109A	E9	0
FAM109A	E21	0
FAM109A	E6	0
FAM109A	E11	16
FAM109A	E14	0
FAM109A	E8	0
FAM109A	E5	0
FAM109A	E3	0
FAM109A	E1	0
FAM109A	E15	0
FAM109A	E4	0
HES4	E7	0
HES4	E16	0
HES4	E24	0
HES4	E19	0
HES4	E12	0
HES4	E22	0
HES4	E2	0
HES4	E18	0
HES4	E23	0
HES4	E20	0
HES4	E17	1
HES4	E10	0
HES4	E13	0
HES4	E9	0
HES4	E21	0
HES4	E6	0
HES4	E11	0
HES4	E14	0
HES4	E8	0
HES4	E5	0
HES4	E3	28
HES4	E1	0
HES4	E15	0
HES4	E4	0
NFIL3	E7	0
NFIL3	E16	0
NFIL3	E24	0
NFIL3	E19	0
NFIL3	E12	0
NFIL3	E22	0
NFIL3	E2	0
NFIL3	E18	0
NFIL3	E23	1
NFIL3	E20	0
NFIL3	E17	0
NFIL3	E10	0
NFIL3	E13	0
NFIL3	E9	11
NFIL3	E21	0
NFIL3	E6	0
NFIL3	E11	0
NFIL3	E14	0
NFIL3	E8	0
NFIL3	E5	0
NFIL3	E3	0
NFIL3	E1	0
NFIL3	E15	0
NFIL3	E4	0
PAX8	E7	0
PAX8	E16	0
PAX8	E24	0
PAX8	E19	0
PAX8	E12	0
PAX8	E22	1
PAX8	E2	0
PAX8	E18	0
PAX8	E23	0
PAX8	E20	0
PAX8	E17	0
PAX8	E10	0
PAX8	E13	0
PAX8	E9	0
PAX8	E21	0
PAX8	E6	0
PAX8	E11	0
PAX8	E14	0
PAX8	E8	0
PAX8	E5	29
PAX8	E3	0
PAX8	E1	0
PAX8	E15	0
PAX8	E4	0
TBX6	E7	0
TBX6	E16	0
TBX6	E24	0
TBX6	E19	0
TBX6	E12	0
TBX6	E22	0
TBX6	E2	0
TBX6	E18	0
TBX6	E23	0
TBX6	E20	0
TBX6	E17	0
TBX6	E10	0
TBX6	E13	0
TBX6	E9	0
TBX6	E21	0
TBX6	E6	31
TBX6	E11	0
TBX6	E14	0
TBX6	E8	0
TBX6	E5	22
TBX6	E3	0
TBX6	E1	0
TBX6	E15	0
TBX6	E4	0
ZNF416	E7	0
ZNF416	E16	0
ZNF416	E24	0
ZNF416	E19	1
ZNF416	E12	0
ZNF416	E22	0
ZNF416	E2	0
ZNF416	E18	0
ZNF416	E23	0
ZNF416	E20	0
ZNF416	E17	0
ZNF416	E10	0
ZNF416	E13	0
ZNF416	E9	0
ZNF416	E21	0
ZNF416	E6	33
ZNF416	E11	0
ZNF416	E14	0
ZNF416	E8	0
ZNF416	E5	0
ZNF416	E3	0
ZNF416	E1	0
ZNF416	E15	0
ZNF416	E4	0
ZNF641	E7	0
ZNF641	E16	0
ZNF641	E24	0
ZNF641	E19	0
ZNF641	E12	0
ZNF641	E22	0
ZNF641	E2	0
ZNF641	E18	0
ZNF641	E23	0
ZNF641	E20	0
ZNF641	E17	0
ZNF641	E10	0
ZNF641	E13	0
ZNF641	E9	0
ZNF641	E21	0
ZNF641	E6	0
ZNF641	E11	0
ZNF641	E14	0
ZNF641	E8	0
ZNF641	E5	25
ZNF641	E3	0
ZNF641	E1	1
ZNF641	E15	0
ZNF641	E4	0
ANKRD6	E7	0
ANKRD6	E16	0
ANKRD6	E24	0
ANKRD6	E19	0
ANKRD6	E12	0
ANKRD6	E22	0
ANKRD6	E2	0
ANKRD6	E18	0
ANKRD6	E23	0
ANKRD6	E20	0
ANKRD6	E17	0
ANKRD6	E10	0
ANKRD6	E13	0
ANKRD6	E9	0
ANKRD6	E21	13
ANKRD6	E6	0
ANKRD6	E11	0
ANKRD6	E14	0
ANKRD6	E8	0
ANKRD6	E5	0
ANKRD6	E3	0
ANKRD6	E1	0
ANKRD6	E15	0
ANKRD6	E4	0
CDK20	E7	0
CDK20	E16	0
CDK20	E24	0
CDK20	E19	0
CDK20	E12	0
CDK20	E22	0
CDK20	E2	0
CDK20	E18	0
CDK20	E23	0
CDK20	E20	0
CDK20	E17	0
CDK20	E10	0
CDK20	E13	0
CDK20	E9	0
CDK20	E21	0
CDK20	E6	28
CDK20	E11	0
CDK20	E14	0
CDK20	E8	0
CDK20	E5	0
CDK20	E3	0
CDK20	E1	0
CDK20	E15	0
CDK20	E4	0
CTH	E7	0
CTH	E16	0
CTH	E24	0
CTH	E19	0
CTH	E12	0
CTH	E22	0
CTH	E2	0
CTH	E18	0
CTH	E23	0
CTH	E20	0
CTH	E17	0
CTH	E10	0
CTH	E13	0
CTH	E9	0
CTH	E21	0
CTH	E6	0
CTH	E11	0
CTH	E14	0
CTH	E8	21
CTH	E5	0
CTH	E3	0
CTH	E1	0
CTH	E15	0
CTH	E4	0
DNAJC6	E7	0
DNAJC6	E16	0
DNAJC6	E24	0
DNAJC6	E19	0
DNAJC6	E12	0
DNAJC6	E22	0
DNAJC6	E2	0
DNAJC6	E18	0
DNAJC6	E23	0
DNAJC6	E20	0
DNAJC6	E17	0
DNAJC6	E10	0
DNAJC6	E13	0
DNAJC6	E9	0
DNAJC6	E21	0
DNAJC6	E6	0
DNAJC6	E11	0
DNAJC6	E14	0
DNAJC6	E8	32
DNAJC6	E5	0
DNAJC6	E3	0
DNAJC6	E1	0
DNAJC6	E15	0
DNAJC6	E4	0
DPF1	E7	0
DPF1	E16	0
DPF1	E24	0
DPF1	E19	0
DPF1	E12	0
DPF1	E22	0
DPF1	E2	0
DPF1	E18	0
DPF1	E23	0
DPF1	E20	0
DPF1	E17	0
DPF1	E10	0
DPF1	E13	0
DPF1	E9	0
DPF1	E21	24
DPF1	E6	0
DPF1	E11	0
DPF1	E14	0
DPF1	E8	0
DPF1	E5	0
DPF1	E3	0
DPF1	E1	0
DPF1	E15	0
DPF1	E4	0
DYRK2	E7	0
DYRK2	E16	0
DYRK2	E24	0
DYRK2	E19	0
DYRK2	E12	0
DYRK2	E22	0
DYRK2	E2	0
DYRK2	E18	0
DYRK2	E23	0
DYRK2	E20	0
DYRK2	E17	0
DYRK2	E10	0
DYRK2	E13	0
DYRK2	E9	0
DYRK2	E21	15
DYRK2	E6	0
DYRK2	E11	0
DYRK2	E14	0
DYRK2	E8	0
DYRK2	E5	0
DYRK2	E3	0
DYRK2	E1	0
DYRK2	E15	0
DYRK2	E4	0
ERCC6	E7	0
ERCC6	E16	0
ERCC6	E24	0
ERCC6	E19	0
ERCC6	E12	0
ERCC6	E22	0
ERCC6	E2	31
ERCC6	E18	0
ERCC6	E23	0
ERCC6	E20	0
ERCC6	E17	0
ERCC6	E10	0
ERCC6	E13	0
ERCC6	E9	0
ERCC6	E21	0
ERCC6	E6	0
ERCC6	E11	0
ERCC6	E14	0
ERCC6	E8	0
ERCC6	E5	0
ERCC6	E3	0
ERCC6	E1	0
ERCC6	E15	0
ERCC6	E4	0
FBXO15	E7	0
FBXO15	E16	0
FBXO15	E24	0
FBXO15	E19	0
FBXO15	E12	0
FBXO15	E22	0
FBXO15	E2	0
FBXO15	E18	0
FBXO15	E23	0
FBXO15	E20	0
FBXO15	E17	0
FBXO15	E10	0
FBXO15	E13	0
FBXO15	E9	0
FBXO15	E21	0
FBXO15	E6	0
FBXO15	E11	18
FBXO15	E14	0
FBXO15	E8	0
FBXO15	E5	0
FBXO15	E3	0
FBXO15	E1	0
FBXO15	E15	0
FBXO15	E4	0
FOXO4	E7	0
FOXO4	E16	0
FOXO4	E24	0
FOXO4	E19	0
FOXO4	E12	0
FOXO4	E22	0
FOXO4	E2	26
FOXO4	E18	0
FOXO4	E23	0
FOXO4	E20	0
FOXO4	E17	0
FOXO4	E10	0
FOXO4	E13	0
FOXO4	E9	0
FOXO4	E21	0
FOXO4	E6	0
FOXO4	E11	0
FOXO4	E14	0
FOXO4	E8	0
FOXO4	E5	0
FOXO4	E3	0
FOXO4	E1	0
FOXO4	E15	0
FOXO4	E4	0
GFI1	E7	0
GFI1	E16	0
GFI1	E24	0
GFI1	E19	0
GFI1	E12	0
GFI1	E22	0
GFI1	E2	0
GFI1	E18	0
GFI1	E23	0
GFI1	E20	0
GFI1	E17	0
GFI1	E10	0
GFI1	E13	0
GFI1	E9	0
GFI1	E21	0
GFI1	E6	0
GFI1	E11	0
GFI1	E14	0
GFI1	E8	0
GFI1	E5	0
GFI1	E3	0
GFI1	E1	0
GFI1	E15	0
GFI1	E4	24
GTF2A1	E7	0
GTF2A1	E16	0
GTF2A1	E24	0
GTF2A1	E19	0
GTF2A1	E12	0
GTF2A1	E22	0
GTF2A1	E2	0
GTF2A1	E18	0
GTF2A1	E23	0
GTF2A1	E20	0
GTF2A1	E17	0
GTF2A1	E10	0
GTF2A1	E13	0
GTF2A1	E9	10
GTF2A1	E21	0
GTF2A1	E6	0
GTF2A1	E11	0
GTF2A1	E14	0
GTF2A1	E8	0
GTF2A1	E5	0
GTF2A1	E3	0
GTF2A1	E1	0
GTF2A1	E15	0
GTF2A1	E4	0
HES1	E7	0
HES1	E16	0
HES1	E24	0
HES1	E19	0
HES1	E12	0
HES1	E22	0
HES1	E2	0
HES1	E18	0
HES1	E23	0
HES1	E20	0
HES1	E17	0
HES1	E10	0
HES1	E13	0
HES1	E9	0
HES1	E21	0
HES1	E6	0
HES1	E11	0
HES1	E14	0
HES1	E8	0
HES1	E5	0
HES1	E3	33
HES1	E1	0
HES1	E15	0
HES1	E4	0
HIST1H2BC	E7	0
HIST1H2BC	E16	0
HIST1H2BC	E24	0
HIST1H2BC	E19	0
HIST1H2BC	E12	0
HIST1H2BC	E22	0
HIST1H2BC	E2	0
HIST1H2BC	E18	0
HIST1H2BC	E23	0
HIST1H2BC	E20	0
HIST1H2BC	E17	0
HIST1H2BC	E10	0
HIST1H2BC	E13	0
HIST1H2BC	E9	0
HIST1H2BC	E21	0
HIST1H2BC	E6	0
HIST1H2BC	E11	20
HIST1H2BC	E14	0
HIST1H2BC	E8	0
HIST1H2BC	E5	0
HIST1H2BC	E3	0
HIST1H2BC	E1	0
HIST1H2BC	E15	0
HIST1H2BC	E4	0
NR1I2	E7	0
NR1I2	E16	0
NR1I2	E24	0
NR1I2	E19	0
NR1I2	E12	0
NR1I2	E22	0
NR1I2	E2	29
NR1I2	E18	0
NR1I2	E23	0
NR1I2	E20	0
NR1I2	E17	0
NR1I2	E10	0
NR1I2	E13	0
NR1I2	E9	0
NR1I2	E21	0
NR1I2	E6	0
NR1I2	E11	0
NR1I2	E14	0
NR1I2	E8	0
NR1I2	E5	0
NR1I2	E3	0
NR1I2	E1	0
NR1I2	E15	0
NR1I2	E4	0
PLEK	E7	0
PLEK	E16	0
PLEK	E24	0
PLEK	E19	0
PLEK	E12	0
PLEK	E22	0
PLEK	E2	0
PLEK	E18	0
PLEK	E23	0
PLEK	E20	0
PLEK	E17	0
PLEK	E10	0
PLEK	E13	0
PLEK	E9	0
PLEK	E21	0
PLEK	E6	0
PLEK	E11	0
PLEK	E14	57
PLEK	E8	0
PLEK	E5	0
PLEK	E3	0
PLEK	E1	0
PLEK	E15	0
PLEK	E4	0
PRG2	E7	0
PRG2	E16	0
PRG2	E24	0
PRG2	E19	0
PRG2	E12	0
PRG2	E22	0
PRG2	E2	0
PRG2	E18	0
PRG2	E23	0
PRG2	E20	0
PRG2	E17	0
PRG2	E10	0
PRG2	E13	0
PRG2	E9	0
PRG2	E21	0
PRG2	E6	0
PRG2	E11	0
PRG2	E14	0
PRG2	E8	0
PRG2	E5	0
PRG2	E3	32
PRG2	E1	0
PRG2	E15	0
PRG2	E4	0
PTPRN2	E7	0
PTPRN2	E16	0
PTPRN2	E24	0
PTPRN2	E19	0
PTPRN2	E12	0
PTPRN2	E22	0
PTPRN2	E2	0
PTPRN2	E18	0
PTPRN2	E23	0
PTPRN2	E20	0
PTPRN2	E17	0
PTPRN2	E10	0
PTPRN2	E13	0
PTPRN2	E9	0
PTPRN2	E21	0
PTPRN2	E6	28
PTPRN2	E11	0
PTPRN2	E14	0
PTPRN2	E8	0
PTPRN2	E5	0
PTPRN2	E3	0
PTPRN2	E1	0
PTPRN2	E15	0
PTPRN2	E4	0
SPRED1	E7	0
SPRED1	E16	0
SPRED1	E24	0
SPRED1	E19	0
SPRED1	E12	0
SPRED1	E22	0
SPRED1	E2	0
SPRED1	E18	0
SPRED1	E23	0
SPRED1	E20	0
SPRED1	E17	0
SPRED1	E10	0
SPRED1	E13	0
SPRED1	E9	0
SPRED1	E21	0
SPRED1	E6	0
SPRED1	E11	0
SPRED1	E14	0
SPRED1	E8	0
SPRED1	E5	0
SPRED1	E3	0
SPRED1	E1	0
SPRED1	E15	0
SPRED1	E4	27
SS18L1	E7	0
SS18L1	E16	0
SS18L1	E24	0
SS18L1	E19	0
SS18L1	E12	0
SS18L1	E22	0
SS18L1	E2	0
SS18L1	E18	0
SS18L1	E23	0
SS18L1	E20	0
SS18L1	E17	0
SS18L1	E10	0
SS18L1	E13	0
SS18L1	E9	14
SS18L1	E21	0
SS18L1	E6	0
SS18L1	E11	0
SS18L1	E14	0
SS18L1	E8	0
SS18L1	E5	0
SS18L1	E3	0
SS18L1	E1	0
SS18L1	E15	0
SS18L1	E4	0
THY1	E7	0
THY1	E16	0
THY1	E24	0
THY1	E19	0
THY1	E12	0
THY1	E22	0
THY1	E2	0
THY1	E18	0
THY1	E23	0
THY1	E20	0
THY1	E17	0
THY1	E10	0
THY1	E13	0
THY1	E9	0
THY1	E21	0
THY1	E6	0
THY1	E11	0
THY1	E14	0
THY1	E8	27
THY1	E5	0
THY1	E3	0
THY1	E1	0
THY1	E15	0
THY1	E4	0
TYRO3	E7	0
TYRO3	E16	0
TYRO3	E24	0
TYRO3	E19	0
TYRO3	E12	0
TYRO3	E22	0
TYRO3	E2	0
TYRO3	E18	0
TYRO3	E23	0
TYRO3	E20	0
TYRO3	E17	0
TYRO3	E10	0
TYRO3	E13	0
TYRO3	E9	0
TYRO3	E21	0
TYRO3	E6	0
TYRO3	E11	0
TYRO3	E14	0
TYRO3	E8	0
TYRO3	E5	0
TYRO3	E3	0
TYRO3	E1	0
TYRO3	E15	0
TYRO3	E4	20
ZBTB39	E7	0
ZBTB39	E16	0
ZBTB39	E24	0
ZBTB39	E19	0
ZBTB39	E12	0
ZBTB39	E22	0
ZBTB39	E2	0
ZBTB39	E18	0
ZBTB39	E23	0
ZBTB39	E20	0
ZBTB39	E17	0
ZBTB39	E10	0
ZBTB39	E13	0
ZBTB39	E9	0
ZBTB39	E21	0
ZBTB39	E6	0
ZBTB39	E11	0
ZBTB39	E14	0
ZBTB39	E8	0
ZBTB39	E5	0
ZBTB39	E3	0
ZBTB39	E1	0
ZBTB39	E15	0
ZBTB39	E4	30
ZBTB40	E7	0
ZBTB40	E16	0
ZBTB40	E24	0
ZBTB40	E19	0
ZBTB40	E12	0
ZBTB40	E22	0
ZBTB40	E2	0
ZBTB40	E18	0
ZBTB40	E23	0
ZBTB40	E20	0
ZBTB40	E17	0
ZBTB40	E10	0
ZBTB40	E13	0
ZBTB40	E9	0
ZBTB40	E21	27
ZBTB40	E6	0
ZBTB40	E11	0
ZBTB40	E14	0
ZBTB40	E8	0
ZBTB40	E5	0
ZBTB40	E3	0
ZBTB40	E1	0
ZBTB40	E15	0
ZBTB40	E4	0
ZNF19	E7	0
ZNF19	E16	0
ZNF19	E24	0
ZNF19	E19	0
ZNF19	E12	0
ZNF19	E22	0
ZNF19	E2	30
ZNF19	E18	0
ZNF19	E23	0
ZNF19	E20	0
ZNF19	E17	0
ZNF19	E10	0
ZNF19	E13	0
ZNF19	E9	0
ZNF19	E21	0
ZNF19	E6	0
ZNF19	E11	0
ZNF19	E14	0
ZNF19	E8	0
ZNF19	E5	0
ZNF19	E3	0
ZNF19	E1	0
ZNF19	E15	0
ZNF19	E4	0
ZNF213	E7	0
ZNF213	E16	0
ZNF213	E24	0
ZNF213	E19	0
ZNF213	E12	0
ZNF213	E22	0
ZNF213	E2	0
ZNF213	E18	0
ZNF213	E23	0
ZNF213	E20	0
ZNF213	E17	0
ZNF213	E10	0
ZNF213	E13	0
ZNF213	E9	0
ZNF213	E21	0
ZNF213	E6	0
ZNF213	E11	0
ZNF213	E14	0
ZNF213	E8	0
ZNF213	E5	0
ZNF213	E3	0
ZNF213	E1	0
ZNF213	E15	0
ZNF213	E4	17
ZNF341	E7	0
ZNF341	E16	0
ZNF341	E24	0
ZNF341	E19	0
ZNF341	E12	0
ZNF341	E22	0
ZNF341	E2	0
ZNF341	E18	0
ZNF341	E23	0
ZNF341	E20	0
ZNF341	E17	0
ZNF341	E10	0
ZNF341	E13	0
ZNF341	E9	0
ZNF341	E21	0
ZNF341	E6	0
ZNF341	E11	0
ZNF341	E14	0
ZNF341	E8	0
ZNF341	E5	20
ZNF341	E3	0
ZNF341	E1	0
ZNF341	E15	0
ZNF341	E4	0
ZNF343	E7	0
ZNF343	E16	0
ZNF343	E24	0
ZNF343	E19	0
ZNF343	E12	0
ZNF343	E22	0
ZNF343	E2	0
ZNF343	E18	0
ZNF343	E23	0
ZNF343	E20	0
ZNF343	E17	0
ZNF343	E10	0
ZNF343	E13	0
ZNF343	E9	0
ZNF343	E21	28
ZNF343	E6	0
ZNF343	E11	0
ZNF343	E14	0
ZNF343	E8	0
ZNF343	E5	0
ZNF343	E3	0
ZNF343	E1	0
ZNF343	E15	0
ZNF343	E4	0
ZNF382	E7	0
ZNF382	E16	0
ZNF382	E24	0
ZNF382	E19	0
ZNF382	E12	0
ZNF382	E22	0
ZNF382	E2	0
ZNF382	E18	0
ZNF382	E23	0
ZNF382	E20	0
ZNF382	E17	0
ZNF382	E10	0
ZNF382	E13	0
ZNF382	E9	0
ZNF382	E21	0
ZNF382	E6	27
ZNF382	E11	0
ZNF382	E14	0
ZNF382	E8	0
ZNF382	E5	0
ZNF382	E3	0
ZNF382	E1	0
ZNF382	E15	0
ZNF382	E4	0
ZNF410	E7	0
ZNF410	E16	0
ZNF410	E24	0
ZNF410	E19	0
ZNF410	E12	0
ZNF410	E22	0
ZNF410	E2	0
ZNF410	E18	0
ZNF410	E23	0
ZNF410	E20	0
ZNF410	E17	0
ZNF410	E10	0
ZNF410	E13	0
ZNF410	E9	0
ZNF410	E21	0
ZNF410	E6	0
ZNF410	E11	20
ZNF410	E14	0
ZNF410	E8	0
ZNF410	E5	0
ZNF410	E3	0
ZNF410	E1	0
ZNF410	E15	0
ZNF410	E4	0
ZNF565	E7	0
ZNF565	E16	0
ZNF565	E24	0
ZNF565	E19	0
ZNF565	E12	0
ZNF565	E22	0
ZNF565	E2	0
ZNF565	E18	0
ZNF565	E23	0
ZNF565	E20	0
ZNF565	E17	0
ZNF565	E10	0
ZNF565	E13	0
ZNF565	E9	0
ZNF565	E21	0
ZNF565	E6	0
ZNF565	E11	26
ZNF565	E14	0
ZNF565	E8	0
ZNF565	E5	0
ZNF565	E3	0
ZNF565	E1	0
ZNF565	E15	0
ZNF565	E4	0
ZNF578	E7	0
ZNF578	E16	0
ZNF578	E24	0
ZNF578	E19	0
ZNF578	E12	0
ZNF578	E22	0
ZNF578	E2	0
ZNF578	E18	0
ZNF578	E23	0
ZNF578	E20	0
ZNF578	E17	0
ZNF578	E10	0
ZNF578	E13	0
ZNF578	E9	0
ZNF578	E21	0
ZNF578	E6	0
ZNF578	E11	0
ZNF578	E14	0
ZNF578	E8	0
ZNF578	E5	0
ZNF578	E3	0
ZNF578	E1	0
ZNF578	E15	0
ZNF578	E4	17
ZNF589	E7	0
ZNF589	E16	0
ZNF589	E24	0
ZNF589	E19	0
ZNF589	E12	0
ZNF589	E22	0
ZNF589	E2	0
ZNF589	E18	0
ZNF589	E23	0
ZNF589	E20	0
ZNF589	E17	0
ZNF589	E10	0
ZNF589	E13	0
ZNF589	E9	0
ZNF589	E21	0
ZNF589	E6	0
ZNF589	E11	16
ZNF589	E14	0
ZNF589	E8	0
ZNF589	E5	0
ZNF589	E3	0
ZNF589	E1	0
ZNF589	E15	0
ZNF589	E4	0
ZNF70	E7	0
ZNF70	E16	0
ZNF70	E24	0
ZNF70	E19	0
ZNF70	E12	0
ZNF70	E22	0
ZNF70	E2	0
ZNF70	E18	0
ZNF70	E23	0
ZNF70	E20	0
ZNF70	E17	0
ZNF70	E10	0
ZNF70	E13	0
ZNF70	E9	0
ZNF70	E21	0
ZNF70	E6	0
ZNF70	E11	0
ZNF70	E14	0
ZNF70	E8	0
ZNF70	E5	19
ZNF70	E3	0
ZNF70	E1	0
ZNF70	E15	0
ZNF70	E4	0
ZNF713	E7	0
ZNF713	E16	0
ZNF713	E24	0
ZNF713	E19	0
ZNF713	E12	0
ZNF713	E22	0
ZNF713	E2	0
ZNF713	E18	0
ZNF713	E23	0
ZNF713	E20	0
ZNF713	E17	0
ZNF713	E10	0
ZNF713	E13	0
ZNF713	E9	0
ZNF713	E21	0
ZNF713	E6	0
ZNF713	E11	0
ZNF713	E14	0
ZNF713	E8	0
ZNF713	E5	19
ZNF713	E3	0
ZNF713	E1	0
ZNF713	E15	0
ZNF713	E4	0
ZSCAN1	E7	0
ZSCAN1	E16	0
ZSCAN1	E24	0
ZSCAN1	E19	0
ZSCAN1	E12	0
ZSCAN1	E22	0
ZSCAN1	E2	0
ZSCAN1	E18	0
ZSCAN1	E23	0
ZSCAN1	E20	0
ZSCAN1	E17	0
ZSCAN1	E10	0
ZSCAN1	E13	0
ZSCAN1	E9	0
ZSCAN1	E21	0
ZSCAN1	E6	0
ZSCAN1	E11	0
ZSCAN1	E14	0
ZSCAN1	E8	31
ZSCAN1	E5	0
ZSCAN1	E3	0
ZSCAN1	E1	0
ZSCAN1	E15	0
ZSCAN1	E4	0
