Gene	E1907_795	E94_727	E253_487	E1794_450	E809_317	E1772_761	E431_561	E186_166	E75_68	E1823_64	E570_450	E288_454	E1217_471	E297_399	E557_722	E527_184	E1571_448	E483_314	E1003_799	E455_10	E1888_296	E1168_234	E1237_693	E1725_238	E38_93	E131_399	E1180_498	E17_49	E108_790	E1680_500	E1981_20	E1136_707	E162_461	E1590_223	E1282_547	E1489_397	E802_727	E1132_442	E120_329	E1008_509	E1011_92	E1968_287	E1097_530	E705_536	E398_515	E448_392	E1178_781	E328_378	E90_185	E1867_554	E764_781	E1377_684	E908_227	E1529_455	E1653_301	E801_743	E1201_694	E1880_465	E36_515	E567_337	E828_288	E1736_451	E39_248	E40_102	E684_755	E968_434	E909_726	E1165_576	E1519_357	E1738_373	E1392_534	E222_280	E1585_352	E160_303	E1487_674	E320_711	E1885_391	E125_726	E1185_411	E1895_181	E491_359	E1832_646	E1598_266	E1440_648	E149_597	E545_112	E32_190	E1238_756	E602_742	E1537_779	E750_573	E1623_402	E703_569	E176_750	E1077_420	E1655_593	E1285_85	E315_476	E1686_358	E212_760	E1267_348	E1118_496	E621_713	E793_420	E898_593	E1930_773	E662_242	E250_677	E891_559	E1211_63	E988_711	E1709_453	E1908_463	E641_88	E887_487	E494_452	E1157_212	E1096_476	E59_132	E938_786	E441_18	E676_581	E1361_546	E921_551	E1092_709	E683_168	E235_329	E1360_262	E867_242	E1422_59	E1932_299	E728_397	E1262_490	E318_136	E424_160	E1652_641	E1421_404	E1348_429	E596_493	E155_151	E401_457	E1054_657	E51_26	E1367_103	E1371_426	E1713_581	E413_279	E1896_575	E1373_589	E349_130	E102_166	E1321_420	E818_352	E1807_202	E370_558	E1409_109	E1015_256	E1906_683	E1324_384	E1280_592	E1424_171	E1924_98	E311_566	E1636_41	E1442_405	E161_382	E194_787	E344_527	E192_31	E1120_9	E673_732	E572_775	E1028_128	E115_713	E1733_670	E1196_596	E729_375	E1272_108	E101_198	E321_594	E1350_144	E508_406	E8_471	E1855_281	E1632_148	E1332_323	E449_646	E1830_558	E756_67	E236_683	E1814_4	E1215_450	E995_600	E999_774	E19_532	E1478_400	E1949_608	E1693_196	E273_227	E612_277	E1263_215	E617_516	E1783_289	E357_302	E1580_388	E1959_538	E833_249	E1413_744	E1948_709	E35_345	E1630_782	E1119_213	E513_435	E1276_408	E1315_567	E1868_74	E1382_530	E1612_466	E936_362	E1286_252	E1925_345	E1869_738	E6_339	E1152_650	E730_701	E213_367	E1740_58	E577_248	E606_494	E581_328	E543_185	E496_592	E1826_500	E1297_534	E1114_338	E1229_547	E1219_519	E331_35	E1671_387	E702_250	E980_607	E505_254	E672_503	E664_579	E1362_227	E1459_152	E874_598	E1144_409	E304_161	E1407_205	E404_273	E1843_323	E544_425	E65_260	E1344_485	E1576_342	E114_91	E443_378	E1091_363	E411_761	E1665_205	E1197_732	E1820_187	E1051_502	E1690_774	E106_567	E1410_254	E919_68	E1205_152	E1339_306	E1500_769	E554_697	E50_71	E1933_341	E912_255	E901_523	E1572_478	E21_152	E635_333	E823_791	E1412_216	E1378_419	E1696_482	E795_548	E241_661	E1989_446	E768_508	E1467_686	E1674_723	E517_79	E791_28	E1913_715	E1657_757	E1441_133	E0_79	E1094_93	E1258_518	E1784_467	E1824_678	E1586_778	E590_694	E1213_5	E1328_477	E724_401	E172_254	E425_8	E351_117	E975_516	E1965_337	E1741_757	E1295_601	E206_272	E1569_523	E1006_456	E990_14	E1847_246	E1914_479	E803_694	E829_40	E1563_642	E1278_146	E880_228	E486_276	E796_417	E950_752	E1797_215	E1117_408	E622_183	E1762_209	E345_730	E565_602	E1203_316	E1173_439	E99_50	E694_677	E1654_525	E1319_559	E387_252	E1639_135	E153_58	E1480_6	E1620_52	E851_499	E971_540	E1156_477	E615_507	E1672_283	E947_747	E827_85	E279_453	E1957_327	E1451_437	E148_561	E1039_267	E469_355	E1145_335	E860_235	E723_254	E1425_299	E403_87	E1218_509	E1235_159	E1143_607	E771_347	E638_478	E658_391	E495_532	E286_526	E1508_161	E91_575	E620_585	E1236_172	E1227_520	E156_37	E1287_507	E1550_390	E363_356	E547_264	E415_686	E1496_554	E109_610	E650_415	E208_123	E1587_71	E996_105	E420_324	E1678_112	E743_447	E863_224	E549_771	E1312_345	E1811_92	E704_473	E1707_583	E1755_685	E358_149	E1530_61	E1786_522	E1810_215	E232_255	E1176_690	E1726_82	E1644_329	E1364_46	E687_396	E440_131	E855_594	E13_294	E699_32	E1952_795	E667_289	E462_495	E350_186	E831_798	E738_252	E168_661	E1450_379	E585_321	E611_349	E1715_742	E761_364	E1506_536	E1062_219	E393_698	E1397_683	E210_608	E460_57	E1998_132	E733_503	E1234_259	E389_349	E1542_530	E1184_423	E164_640	E1610_332	E925_97	E1034_410	E1368_644	E107_696	E1971_533	E79_526	E1862_28	E1260_541	E1301_257	E1851_605	E1102_482	E474_664	E1357_242	E1739_759	E700_580	E216_507	E421_635	E1423_627	E660_242	E1903_244	E1296_506	E1352_46	E1716_94	E720_554	E1984_233	E825_793	E1866_709	E1546_332	E633_538	E146_395	E797_609	E1760_244	E1737_60	E1380_786	E759_295	E1016_598	E1808_656	E1964_321	E479_262	E1688_752	E1283_463	E175_666	E1822_232	E824_379	E1164_32	E1408_702	E1751_653	E140_429	E852_605	E1396_352	E1666_172	E24_37	E1248_529	E792_688	E1979_605	E1778_387	E1735_527	E1195_594	E604_398	E1509_161	E68_191	E1649_256	E340_331	E1369_265	E556_569	E1728_698	E317_347	E605_682	E1700_153	E169_36	E1134_386	E514_714	E745_37	E1899_766	E511_219	E710_709	E1064_207	E1398_64	E1066_103	E467_575	E1298_582	E906_183	E992_79	E309_183	E623_453	E418_569	E305_688	E285_332	E481_520	E1860_695	E1390_574	E541_59	E1695_15	E1611_565	E1718_49	E935_780	E478_745	E249_337	E877_279	E1068_547	E731_421	E165_8	E1670_423	E1289_280	E1093_238	E1331_50	E1436_543	E422_725	E1318_11	E601_692	E1596_517	E1081_625	E1106_41	E204_768	E383_263	E1628_129	E737_408	E1743_709	E346_203	E1744_268	E1044_235	E821_643	E742_281	E1846_48	E778_115	E171_582	E1954_603	E766_80	E339_728	E1927_336	E276_752	E1400_155	E1771_561	E1116_138	E1100_246	E1780_302	E1455_169	E1095_35	E1125_12	E563_413	E327_365	E1411_749	E1256_466	E1045_50	E1486_477	E1308_18	E453_418	E928_471	E885_503	E1668_257	E1534_203	E1578_222	E1188_14	E987_774	E372_49	E1381_420	E364_796	E414_50	E1306_735	E910_631	E1548_702	E712_150	E688_248	E674_662	E77_758	E655_295	E396_295	E1634_407	E1798_304	E709_605	E1969_781	E426_325	E838_214	E1474_390	E533_251	E1520_223	E1834_528	E757_88	E677_545	E488_322	E1886_749	E211_387	E1821_102	E49_797	E1320_338	E1791_792	E1763_702	E1414_160	E1130_707	E178_746	E1311_443	E1522_180	E718_578	E1929_667	E1689_601	E1437_105	E844_402	E780_607	E1990_322	E395_539	E1828_344	E1871_263	E1254_758	E1347_286	E1007_104	E1917_264	E1697_641	E258_226	E1146_169	E312_766	E958_217	E217_403	E1469_531	E1432_100	E755_269	E1953_174	E788_429	E1916_1	E1564_786	E1507_553	E868_447	E1241_247	E613_553	E291_401	E1890_312	E820_644	E1719_568	E1956_469	E515_694	E1247_603	E1279_656	E644_359	E1492_200	E952_244	E974_220	E616_688	E1433_2	E419_419	E1724_169	E348_17	E765_63	E1559_637	E1470_316	E1931_601	E223_204	E274_497	E913_515	E130_123	E1729_222	E1463_538	E1158_258	E454_222	E1061_238	E229_313	E1284_438	E1911_188	E916_475	E845_112	E1937_764	E316_311	E961_5	E1013_51	E693_203	E1175_431	E1776_455	E1058_391	E302_135	E984_648	E1182_310	E1764_268	E1606_484	E209_158	E902_410	E461_153	E806_133	E323_395	E1270_120	E1999_191	E1108_433	E277_94	E1169_277	E1673_186	E1995_586	E238_688	E837_791	E657_177	E1547_231	E1482_287	E899_100	E1582_749	E1035_635	E62_682	E882_385	E1340_304	E960_153	E1583_478	E1753_302	E1651_665	E484_211	E1504_515	E1027_361	E1518_331	E774_593	E1544_776	E133_477	E1785_507	E1325_396	E1579_287	E989_341	E1166_202	E713_568	E1428_324	E634_120	E92_528	E1980_407	E1973_298	E119_672	E889_647	E982_5	E1002_186	E964_289	E1669_363	E1220_654	E298_50	E386_189	E1985_607	E1358_120	E1420_562	E1266_99	E1662_308	E34_193	E888_590	E920_711	E1_245	E1434_254	E368_104	E1230_325	E381_176	E292_256	E630_413	E1365_289	E464_498	E578_365	E1594_186	E1604_328	E1505_256	E1702_152	E1870_615	E1273_158	E532_379	E522_54	E1167_160	E1502_749	E876_681	E1497_743	E530_394	E1493_10	E512_207	E1528_281	E1805_218	E416_9	E937_742	E1004_564	E409_738	E306_682	E1140_662	E1513_338	E1951_711	E1640_744	E293_245	E642_373	E654_88	E1633_564	E972_638	E930_748	E518_18	E1330_94	E1021_169	E1476_785	E1849_245	E1685_429	E343_474	E1246_198	E628_684	E1943_489	E1574_2	E1982_358	E560_749	E129_94	E158_661	E1499_120	E1150_672	E260_742	E1172_353	E830_220	E154_354	E1648_311	E875_206	E139_289	E608_737	E1244_470	E269_683	E492_266	E531_505	E1802_483	E539_669	E978_75	E1770_236	E1787_487	E1336_96	E927_261	E20_647	E390_55	E136_303	E1209_131	E244_143	E25_440	E504_383	E1792_106	E163_686	E70_190	E1313_452	E56_429	E71_492	E498_242	E1495_602	E985_438	E147_111	E1189_769	E272_601	E1079_417	E48_353	E1788_24	E1086_28	E591_791	E355_620	E1322_393	E1326_537	E1214_439	E116_782	E1667_401	E26_616	E506_247	E1105_293	E1996_326	E836_452	E1190_297	E1147_107	E410_103	E459_309	E43_269	E174_400	E959_329	E1872_763	E587_643	E1552_500	E760_420	E675_707	E905_211	E1022_206	E1746_127	E1124_234	E502_19	E1874_280	E224_173	E627_488	E847_506	E1300_185	E1565_280	E427_198	E1126_286	E1261_713	E507_707	E1708_274	E1910_531	E1704_187	E1658_283	E112_204	E1676_533	E1033_105	E1030_95	E536_281	E1765_761	E1921_81	E550_335	E385_225	E1206_668	E1963_393	E1858_174	E669_301	E18_728	E1919_301	E242_776	E900_212	E444_458	E1359_146	E1683_427	E1454_535	E897_411	E559_5	E1994_706	E799_736	E575_371	E1067_237	E523_527	E1041_108	E1536_713	E629_689	E264_194	E1514_757	E173_751	E739_462	E1835_297	E1239_255	E1191_759	E931_92	E942_652	E2_283	E1759_601	E1987_576	E579_713	E1160_259	E666_139	E1046_104	E744_778	E1863_633	E1614_126	E858_750	E1249_332	E1516_258	E1069_580	E1779_431	E886_745	E280_91	E365_81	E542_456	E121_563	E430_536	E1186_435	E1060_743	E1892_666	E1232_543	E754_783	E1789_139	E814_709	E636_154	E711_281	E1271_798	E970_762	E1958_219	E955_67	E1955_223	E813_96	E170_256	E783_717	E663_437	E981_550	E1978_762	E262_664	E1111_150	E777_187	E1327_784	E1897_167	E337_159	E1384_29
ABCE1_hsc	0	0	0	0	0	0	0.00380846893956669	0	0.0712938890151347	0	0	0	0	0	0	0	0.00295920063889943	0	0	0.351302961947597	0	0	0	0	0	0	0	0	0.90789837549773	0	0	0	0	0	0	0	0	0	0	0.619817878067327	0	0	0.00406406169426437	0	0	0	0	0	0.0391024478618703	0	0	0	0	0	0.0256787550279214	0	0	0	0.0232475246491092	0	0.01267914271419	0.0277414513443174	0	0	0	0	0	0	0	0	0	0	0	0.0238502063137813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00733397664129919	0	0	0	0	0	0	1.39678530630308	0.0020019589769208	0	0	0	0	0	0	0	0	0	0	0.00390126810550776	0	0	0	0	0	0	0	0	0.00329227929607155	0	1.00506469789925	0.0180409550699801	0	0	0	0	0.0355616152372808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000702459381175345	0	0	0	0.000476304673571428	0	0	0	0.0259799245644617	0	0	0	0	0	0	0	0	0	0.523327696044315	0	0	0.00270948968677344	0	0	0	0	0	0.00264541934429841	0	0	0	0	0	6.26835919264671e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0386325838380598	0.807180129803626	0	0.0110141660984541	0	0	0	0.00981326767654062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0113562604411206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0304843169392427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0131561467053375	0	0	0	0	0	0	0	0	0	0	0	0.0565905195891019	0	0	0	0.000269206303141912	0	0.00562647053647282	0.00776231247899742	0	0.00389868032969351	0.019015374629529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0585846396400481	0	0	0	0	0	0	0	0	1.10046995835481	0.487919405062226	0.0724502171770059	0	0	0	0	0	0	0.198492497506589	0	0	0.0813550041921988	0	0	0	0	0	0	0.0175058175698523	0	0	0.00860682350984485	0	0	0	0	0.0115519271936126	0	0	0	0	0	0	0.00527460196520272	0.015780050416569	0.0015005193937636	0	0	0	0	0.000324228703760687	0	0	0	0	0	0	0	0.00726026246963699	0	0	0	0	0	0.0215374171709165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0121281546970675	0	0	0	0	0	0	0	0	0	0.0100239367429428	0	0.0815005155829225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0799409093601378	0	0	0	0	0	0	0	0	0.0272694528758411	0	0	0	0	0	0.000193300753962746	0	0	0	0	0	0	0	0	0	0	0.140808542304232	0	0	0.00657020017434181	0	0	0	0.0258223586922959	1.48478333579339	0	0	0	0	0	0.0135564744783999	0.00438125723099979	0	0	0	0	0	0	0	0	0	0	0	0.0710069223197207	0	0	0	0	0	0	0.00973074047871397	0	0	0	0.00438729409372893	0	8.69926836235863e-06	0	0	0	0	0	0	0	0	0	0	0.0433156561059636	0	0	0	0	0	0	0	0	0.00120988096592159	0	0	0	0	0.00266982961097613	1.22358610321962	0	0	0	0	0	0	0	0	0	0	0.83021222474738	0.00963859642314838	0	0	0	0	0.0873991045023035	0	0.115340285721037	0	0.0133901752352666	0.00703945186196697	0	0	0	0	0	0	0	0	0	0	0	0.05458069157781	0.0421702139581085	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225297468010758	0	0	0	0	0	0	0	0	0	0	0	0	0.00117355731958678	0	0.247168018211306	0.00850570602988582	0	0	0	0	0.0570148484000764	0	0	0	0	0	0	0	0	0.205534657618615	0	0	0.000617855392366602	0	0	0	0	0	0	0	0	0	0	1.41607900466118	0.0229761552875931	0	0	0	0.963766181098968	0	0	0.609245807745917	0	0	0	0	0	0	0	0	0	0	0	0.065904324207644	0	0	0	0	0	0	0	0	0.0167480375250301	0	0	0	0	0	0.568771235527247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0120345949702411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0029301630503511	0	0	0	0	0	0	0.00680597410550431	0	0	0.434125009312864	0	0	0	0.00627754255366991	0	0	0	0	0	0	0.0542196645657063	0	0	0	0	0	0	0	0	0	0	0	0.00413031924967625	0	0	0.0281529678754161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00111853258167132	1.51494974366565	0	0	0	0	0	0	0	0	0	0	0.0121568316174928	0	0.0109083901847736	0	0	0	0.00119394403534455	0	0	0.118930109199104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00992663142317986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0308338011508928	0	0	0	0	0	0	0	0	0	0.0150940254818777	0	0	0	0	0.161956612618394	0	0	0	0.0149146365651351	0	0	0	0	0	0	0	0	0	0	0.0364701956753895	0	0	0	0.0696822880900425	0	0	0.00239754275420549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0264267852385296	0.0171771620166029	0	0.0147803313204639	0	0	0.000105476686119617	0	0	0	0.0145368480654966	0	0	0	0	0	0	0	0	0	0	0	0.00188280975770979	0	0	0	0	0	0	0.00933153661235064	0	0	0	0	0.339099176763822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0140848806401251	0	2.45422510207509	0	0	0	0	0	0	0	0.00446397656058326	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0207787752544024	0	0.000589539138844124	0	0	0	0	0	0	0	0	0	0	0.010893111571258	0	0	0	0.201109738385391	0	0.00147344137178674	0	0	0	0	0	0	0.0288980227264004	0	0	0	0	0	0.0653032929924158	0	0	0.0515276723173733	0	0	0	0	0	0	0	0	0	0	0	0	0.00035475321036168	0	0	0	0	0	0	0	0	0	0	0	0.0580747677892873	0	0	0	0.00918970000705065	0	0	0	0.00389207909602649	0	0	0	0	0	0	0	0
ANAPC5_hsc	0.0129034797413852	0	0	0	0.000540293934521079	0	0.00452650090940743	0	0	0	0	0.0200591317012001	0	0.0554631429489816	0	0	0	0	0	0	0	0	0	0.0577748819997971	0	0	0	0	0	0.48081263726186	0	0	0	0	0	0	0	0	0	0	0.338959302760136	1.58287735408261	0	0	0	0.00194129239873802	0	0	0	0.0153815458784337	0	0	0	0	0	0	0	0	0	0.0199038448638856	0	0	0	0	2.07367674099575	0	0	0	0.0448294342569478	0	0.505166348266839	0	0	0	0	0	1.07635835418717	0	0	0	0.0241618029559947	0	0	0	0	1.83480368052223	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0179602416567342	0.104976070391459	0	1.72795635638563	0	0	0	0	0	0	0	0	0	0.000899436027209389	0	0	0	0	0	0	0	0	1.86990804858834	0.0126350647168221	0	0	0	0	0	0	0.924374822794237	0	0	0	0	0	0	1.03260527714134	0	0	0.526809961612477	0	0	0	0	0	0.371914503451891	0	0	0	0	0	0	0	0.496197713768906	0	0	0	0	0	0	0	0.540300274375106	0	0	0	0	0	0	0	0	0	0	0	0.219617830558439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18124609898863	0	0	0	0	0	0	1.49783851130534	0	0.578016092697739	0	0	0	0	0	0	0	0.00163764522040703	0	0.63895079992916	0.00202926902890507	0	0	0	0	0	0.0571505059839498	0	0	0.0304911728074093	0	0	0	0	0	0	0.000342231668061995	0	0	0	0	0	0	0	0	0	0	0	0	0.359543160156414	0	0	0	0	0	0	0	0	1.44543955451818	0	0	0	0	0	0	0	0.00464002154708226	0.121553340844647	0	0	0.690572447029896	0	0	0	0.0230057036701488	0.0368430534141962	0	0	0.292128611068062	0	0.426466243521202	1.7831775260994	0	0	2.09994403705484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0403283604961763	2.00955059641325	0	1.33255670083975	0	0	0.00151334247060816	0	0	0	0.0116540797622955	0	0	0	0	0	0	0	0	0	0	0.00570826847407601	0	0	0	0	0	0	0	0.33310113620682	0	0	0	0.00219746572954237	0	0	0	0.0111854813888877	0	0	0	0	2.2497853489985	0	0	0	0	0	0	0	0.0126314567082813	0	0	0	0.0736074399913186	0	0	0	0	0.0296314784829755	0	0	0	0	0	0	0	0	0	0	0.187022330782951	0.692482277014506	0	0	0	0	0.617264194050843	0.915467869512317	0	0	0	0	0	0.0448735440047262	0	0	0.11441394913392	0	0.000906542040270595	0	0	0	0	0	0	0	0	0.00173325909196716	0.0222894917853693	0.509257104703219	0	0	0	0	0	0	0	0	0	0	0	1.71200379246423	0	0	0	0	0	0	0.346182101587767	0	0	1.37537157680652	0.369593856895402	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110568088988687	0.509053502530834	0	0	0	0	0.0737324730974069	0.570721276508091	0	0	0	0.0116497629603868	0	0	0.00976455145246937	0	0	0	0	0	0	1.32594574330212	0	0	0	0	0	0	0	0	0	0.818154645740803	0.0143401602195326	0	0	0.260442084822305	0.0704150502237395	0	0	0	0	0	0	0	0.0809981555489915	0	0	0.0871202394721948	0	0	0	0	0	0	0	0.162085602799516	1.57777477574434	0	0	0	0	0	0	1.00186176479183	0	0	0	0	0	1.44997745505596	0	0	0.317676297486106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45843708762421	0	0	0.00534327139080605	0	0	0.018777685247641	0	0	1.03730293062576	0	0	0	0	0	0	0	0.805993706617846	0	0	0.00550466429001534	0	0	0	0	0	0	0	0	0	0.0432192290509671	0	0	0	0.00886501389513725	0.0364756914879431	0	0	0	0	0	0.0519769997878259	0	0	0	0	0	0	0	0	0	0	0.0342933139195668	0	0	0	0	0	0.950496788395611	0	0	0	0	0	0	0	0	0	0	1.32423099142355	0	0	0	0	0	0	0	0	0	0.183163532658277	0	0	0	0	0	0	0	0	0.40092292928923	0	0	0	0	0	0	1.2001297339741	0	0	0	0	0.244295287478888	0	0	1.57672201972905	0.600269965480378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58659520602862	0	0.00520562930071156	0	0	0	0	0	0	0	0	0.117792000021469	0	0	0	0	0	0	0	0	0	0	0	0.103895416033675	0.194246341048738	0	0	0	0	0	0	0.0877478147952892	0	0.0413411463686238	1.19489187402322	0.478979609583333	0	0	0	0	0	0	0	0	0.406437663991087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0840237198858655	0	0	0.000244880568953188	0	0	0	0	0	0	0	0	0	0	0	0	0.344325637650283	0	0	0	0	0.046939783144825	0.0326703778479479	0.215511502171183	0	0	0	0.0488842303621599	0.352848254279138	1.31785266885482	1.00066411946928	0	0	0.000344166041191096	0.0461247692341714	0	0	0	2.11963922972523	1.12306018950549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62783751562395	1.12457794253215	0	0	0	0	0	0	0	0.759218115608471	0	0	0	0.168691924299239	0	0	0.503029378870566	0	0	0	0	0	0	0	0.890939865933919	0.0214425449249634	0	0	0	0	0.0173452812491707	0	0	0	0	0	0	0.00319288921888641	1.8780854827475	0	0	0	0	0	0	0	0.0477144125405621	0	1.26821814053754	0	0	0	0.365146670428263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0265152110991339	0	0.0966431742328481	0	0	0	0	0	0	0	0.984807830524539	0	0	0.149576976850983	0	1.17775753592772	0	0	0	1.78702794244319	0.00530860123388017	0	0	0	0	0	0	1.61775370641045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0562095414541926	0	0	0	0.00162288337779323	0	0	0.0323915765906172	0	0	0	0	0	0	0.543098433787549	0	0	0	0	0.499802838872669	0	0	0	0	0	0.0241152732323457	0	0	0	0	0	0	0.449567451782171	0	0	0	0	0	0.0197085692469997	0	0	0	0	0	0	0	0	0	0	0	0.180807149329604	0	0.0619764884835196	0	0	0	0	0	1.63609799535232	0	0	0	0	0	0	0	0.443297391963752	0	0	0	0	0	0.052826103672466	0	0	0	0	0	0	0.895524587862138	0	0	0	0.00321930827012587	0	0	0	0
