regulator	cluster	ntarget
ZNF213	E24	0
ZNF213	E17	0
ZNF213	E8	0
ZNF213	E16	0
ZNF213	E27	0
ZNF213	E21	0
ZNF213	E11	0
ZNF213	E10	0
ZNF213	E5	0
ZNF213	E14	17
ZNF213	E7	0
ZNF213	E9	0
ZNF213	E30	0
ZNF213	E2	0
ZNF213	E4	0
ZNF213	E3	0
ZNF213	E18	0
ZNF213	E6	0
ZNF213	E19	0
ZNF213	E29	0
ZNF213	E23	0
ZNF213	E20	0
ZNF341	E28	0
ZNF341	E15	0
ZNF341	E13	0
ZNF341	E1	0
ZNF341	E26	0
ZNF341	E25	0
ZNF341	E12	0
ZNF341	E22	0
ZNF341	E24	0
ZNF341	E17	0
ZNF341	E8	0
ZNF341	E16	0
ZNF341	E27	0
ZNF341	E21	0
ZNF341	E11	0
ZNF341	E10	0
ZNF341	E5	0
ZNF341	E14	0
ZNF341	E7	0
ZNF341	E9	0
ZNF341	E30	0
ZNF341	E2	21
ZNF341	E4	0
ZNF341	E3	0
ZNF341	E18	0
ZNF341	E6	0
ZNF341	E19	0
ZNF341	E29	0
ZNF341	E23	0
ZNF341	E20	0
ZNF343	E28	0
ZNF343	E15	0
ZNF343	E13	0
ZNF343	E1	0
ZNF343	E26	0
ZNF343	E25	0
ZNF343	E12	0
ZNF343	E22	0
ZNF343	E24	0
ZNF343	E17	0
ZNF343	E8	0
ZNF343	E16	0
ZNF343	E27	0
ZNF343	E21	0
ZNF343	E11	0
ZNF343	E10	0
ZNF343	E5	28
ZNF343	E14	0
ZNF343	E7	0
ZNF343	E9	0
ZNF343	E30	0
ZNF343	E2	0
ZNF343	E4	0
ZNF343	E3	0
ZNF343	E18	0
ZNF343	E6	0
ZNF343	E19	0
ZNF343	E29	0
ZNF343	E23	0
ZNF343	E20	0
ZNF382	E28	0
ZNF382	E15	0
ZNF382	E13	0
ZNF382	E1	0
ZNF382	E26	0
ZNF382	E25	0
ZNF382	E12	0
ZNF382	E22	0
ZNF382	E24	0
ZNF382	E17	0
ZNF382	E8	0
ZNF382	E16	0
ZNF382	E27	0
ZNF382	E21	0
ZNF382	E11	0
ZNF382	E10	0
ZNF382	E5	0
ZNF382	E14	0
ZNF382	E7	27
ZNF382	E9	0
ZNF382	E30	0
ZNF382	E2	0
ZNF382	E4	0
ZNF382	E3	0
ZNF382	E18	0
ZNF382	E6	0
ZNF382	E19	0
ZNF382	E29	0
ZNF382	E23	0
ZNF382	E20	0
ZNF410	E28	0
ZNF410	E15	0
ZNF410	E13	0
ZNF410	E1	0
ZNF410	E26	0
ZNF410	E25	0
ZNF410	E12	0
ZNF410	E22	0
ZNF410	E24	0
ZNF410	E17	0
ZNF410	E8	0
ZNF410	E16	0
ZNF410	E27	0
ZNF410	E21	0
ZNF410	E11	0
ZNF410	E10	0
ZNF410	E5	0
ZNF410	E14	0
ZNF410	E7	0
ZNF410	E9	20
ZNF410	E30	0
ZNF410	E2	0
ZNF410	E4	0
ZNF410	E3	0
ZNF410	E18	0
ZNF410	E6	0
ZNF410	E19	0
ZNF410	E29	0
ZNF410	E23	0
ZNF410	E20	0
ZNF565	E28	0
ZNF565	E15	0
ZNF565	E13	0
ZNF565	E1	0
ZNF565	E26	0
ZNF565	E25	0
ZNF565	E12	0
ZNF565	E22	0
ZNF565	E24	0
ZNF565	E17	0
ZNF565	E8	0
ZNF565	E16	0
ZNF565	E27	0
ZNF565	E21	0
ZNF565	E11	0
ZNF565	E10	0
ZNF565	E5	0
ZNF565	E14	0
ZNF565	E7	0
ZNF565	E9	26
ZNF565	E30	0
ZNF565	E2	0
ZNF565	E4	0
ZNF565	E3	0
ZNF565	E18	0
ZNF565	E6	0
ZNF565	E19	0
ZNF565	E29	0
ZNF565	E23	0
ZNF565	E20	0
ZNF578	E28	0
ZNF578	E15	0
ZNF578	E13	0
ZNF578	E1	0
ZNF578	E26	0
ZNF578	E25	0
ZNF578	E12	0
ZNF578	E22	0
ZNF578	E24	0
ZNF578	E17	0
ZNF578	E8	0
ZNF578	E16	0
ZNF578	E27	0
ZNF578	E21	0
ZNF578	E11	0
ZNF578	E10	0
ZNF578	E5	0
ZNF578	E14	17
ZNF578	E7	0
ZNF578	E9	0
ZNF578	E30	0
ZNF578	E2	0
ZNF578	E4	0
ZNF578	E3	0
ZNF578	E18	0
ZNF578	E6	0
ZNF578	E19	0
ZNF578	E29	0
ZNF578	E23	0
ZNF578	E20	0
ZNF589	E28	0
ZNF589	E15	0
ZNF589	E13	0
ZNF589	E1	0
ZNF589	E26	0
ZNF589	E25	0
ZNF589	E12	0
ZNF589	E22	0
ZNF589	E24	0
ZNF589	E17	0
ZNF589	E8	0
ZNF589	E16	0
ZNF589	E27	0
ZNF589	E21	0
ZNF589	E11	0
ZNF589	E10	0
ZNF589	E5	0
ZNF589	E14	0
ZNF589	E7	0
ZNF589	E9	16
ZNF589	E30	0
ZNF589	E2	0
ZNF589	E4	0
ZNF589	E3	0
ZNF589	E18	0
ZNF589	E6	0
ZNF589	E19	0
ZNF589	E29	0
ZNF589	E23	0
ZNF589	E20	0
ZNF613	E28	0
ZNF613	E15	0
ZNF613	E13	0
ZNF613	E1	0
ZNF613	E26	0
ZNF613	E25	0
ZNF613	E12	0
ZNF613	E22	0
ZNF613	E24	0
ZNF613	E17	24
ZNF613	E8	0
ZNF613	E16	0
ZNF613	E27	0
ZNF613	E21	0
ZNF613	E11	0
ZNF613	E10	0
ZNF613	E5	0
ZNF613	E14	0
ZNF613	E7	0
ZNF613	E9	0
ZNF613	E30	0
ZNF613	E2	0
ZNF613	E4	0
ZNF613	E3	0
ZNF613	E18	0
ZNF613	E6	0
ZNF613	E19	0
ZNF613	E29	0
ZNF613	E23	0
ZNF613	E20	0
ZNF70	E28	0
ZNF70	E15	0
ZNF70	E13	0
ZNF70	E1	0
ZNF70	E26	0
ZNF70	E25	0
ZNF70	E12	0
ZNF70	E22	0
ZNF70	E24	0
ZNF70	E17	0
ZNF70	E8	0
ZNF70	E16	0
ZNF70	E27	0
ZNF70	E21	0
ZNF70	E11	0
ZNF70	E10	0
ZNF70	E5	0
ZNF70	E14	0
ZNF70	E7	0
ZNF70	E9	0
ZNF70	E30	0
ZNF70	E2	19
ZNF70	E4	0
ZNF70	E3	0
ZNF70	E18	0
ZNF70	E6	0
ZNF70	E19	0
ZNF70	E29	0
ZNF70	E23	0
ZNF70	E20	0
ZNF713	E28	0
ZNF713	E15	0
ZNF713	E13	0
ZNF713	E1	0
ZNF713	E26	0
ZNF713	E25	0
ZNF713	E12	0
ZNF713	E22	0
ZNF713	E24	0
ZNF713	E17	0
ZNF713	E8	0
ZNF713	E16	0
ZNF713	E27	0
ZNF713	E21	0
ZNF713	E11	0
ZNF713	E10	0
ZNF713	E5	0
ZNF713	E14	0
ZNF713	E7	0
ZNF713	E9	0
ZNF713	E30	0
ZNF713	E2	19
ZNF713	E4	0
ZNF713	E3	0
ZNF713	E18	0
ZNF713	E6	0
ZNF713	E19	0
ZNF713	E29	0
ZNF713	E23	0
ZNF713	E20	0
ZSCAN1	E28	0
ZSCAN1	E15	0
ZSCAN1	E13	0
ZSCAN1	E1	0
ZSCAN1	E26	0
ZSCAN1	E25	0
ZSCAN1	E12	0
ZSCAN1	E22	0
ZSCAN1	E24	0
ZSCAN1	E17	0
ZSCAN1	E8	0
ZSCAN1	E16	0
ZSCAN1	E27	0
ZSCAN1	E21	0
ZSCAN1	E11	0
ZSCAN1	E10	0
ZSCAN1	E5	0
ZSCAN1	E14	0
ZSCAN1	E7	0
ZSCAN1	E9	0
ZSCAN1	E30	0
ZSCAN1	E2	0
ZSCAN1	E4	31
ZSCAN1	E3	0
ZSCAN1	E18	0
ZSCAN1	E6	0
ZSCAN1	E19	0
ZSCAN1	E29	0
ZSCAN1	E23	0
ZSCAN1	E20	0
